State,Type of Crime,Crime,Year,Count
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1973,44
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1974,70
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1975,67
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1976,55
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1977,64
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1978,60
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1979,66
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1980,84
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1981,47
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1982,31
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1983,57
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1984,34
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1985,43
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1986,51
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1987,52
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1988,44
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1989,53
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1990,44
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1991,45
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1992,42
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1993,45
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1994,50
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1995,56
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1996,40
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1997,47
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1998,24
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,1999,44
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2000,35
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2001,32
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2002,24
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2003,22
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2004,33
Hawaii,Violent Crime,Murder and nonnegligent Manslaughter,2005,24
Hawaii,Violent Crime,Forcible rape,1960,21
Hawaii,Violent Crime,Forcible rape,1961,25
Hawaii,Violent Crime,Forcible rape,1962,17
Hawaii,Violent Crime,Forcible rape,1963,18
Hawaii,Violent Crime,Forcible rape,1964,18
Hawaii,Violent Crime,Forcible rape,1965,6
Hawaii,Violent Crime,Forcible rape,1966,35
Hawaii,Violent Crime,Forcible rape,1967,37
Hawaii,Violent Crime,Forcible rape,1968,56
Hawaii,Violent Crime,Forcible rape,1969,97
Hawaii,Violent Crime,Forcible rape,1970,91
Hawaii,Violent Crime,Forcible rape,1971,138
Hawaii,Violent Crime,Forcible rape,1972,172
Hawaii,Violent Crime,Forcible rape,1973,168
Hawaii,Violent Crime,Forcible rape,1974,221
Hawaii,Violent Crime,Forcible rape,1975,214
Hawaii,Violent Crime,Forcible rape,1976,209
Hawaii,Violent Crime,Forcible rape,1977,228
Hawaii,Violent Crime,Forcible rape,1978,232
Hawaii,Violent Crime,Forcible rape,1979,296
Hawaii,Violent Crime,Forcible rape,1980,335
Hawaii,Violent Crime,Forcible rape,1981,340
Hawaii,Violent Crime,Forcible rape,1982,342
Hawaii,Violent Crime,Forcible rape,1983,301
Hawaii,Violent Crime,Forcible rape,1984,314
Hawaii,Violent Crime,Forcible rape,1985,310
Hawaii,Violent Crime,Forcible rape,1986,329
Hawaii,Violent Crime,Forcible rape,1987,393
Hawaii,Violent Crime,Forcible rape,1988,355
Hawaii,Violent Crime,Forcible rape,1989,496
Hawaii,Violent Crime,Forcible rape,1990,360
Hawaii,Violent Crime,Forcible rape,1991,375
Hawaii,Violent Crime,Forcible rape,1992,440
Hawaii,Violent Crime,Forcible rape,1993,394
Hawaii,Violent Crime,Forcible rape,1994,359
Hawaii,Violent Crime,Forcible rape,1995,336
Hawaii,Violent Crime,Forcible rape,1996,326
Hawaii,Violent Crime,Forcible rape,1997,371
Hawaii,Violent Crime,Forcible rape,1998,352
Hawaii,Violent Crime,Forcible rape,1999,354
Hawaii,Violent Crime,Forcible rape,2000,346
Hawaii,Violent Crime,Forcible rape,2001,409
Hawaii,Violent Crime,Forcible rape,2002,372
Hawaii,Violent Crime,Forcible rape,2003,367
Hawaii,Violent Crime,Forcible rape,2004,333
Hawaii,Violent Crime,Forcible rape,2005,343
Hawaii,Violent Crime,Robbery,1960,69
Hawaii,Violent Crime,Robbery,1961,70
Hawaii,Violent Crime,Robbery,1962,120
Hawaii,Violent Crime,Robbery,1963,80
Hawaii,Violent Crime,Robbery,1964,95
Hawaii,Violent Crime,Robbery,1965,133
Hawaii,Violent Crime,Robbery,1966,155
Hawaii,Violent Crime,Robbery,1967,146
Hawaii,Violent Crime,Robbery,1968,176
Hawaii,Violent Crime,Robbery,1969,282
Hawaii,Violent Crime,Robbery,1970,487
Hawaii,Violent Crime,Robbery,1971,734
Hawaii,Violent Crime,Robbery,1972,448
Hawaii,Violent Crime,Robbery,1973,696
Hawaii,Violent Crime,Robbery,1974,1030
Hawaii,Violent Crime,Robbery,1975,1104
Hawaii,Violent Crime,Robbery,1976,1180
Hawaii,Violent Crime,Robbery,1977,1146
Hawaii,Violent Crime,Robbery,1978,1557
Hawaii,Violent Crime,Robbery,1979,1688
Hawaii,Violent Crime,Robbery,1980,1835
Hawaii,Violent Crime,Robbery,1981,1453
Hawaii,Violent Crime,Robbery,1982,1560
Hawaii,Violent Crime,Robbery,1983,1330
Hawaii,Violent Crime,Robbery,1984,1204
Hawaii,Violent Crime,Robbery,1985,1048
Hawaii,Violent Crime,Robbery,1986,1129
Hawaii,Violent Crime,Robbery,1987,1061
Hawaii,Violent Crime,Robbery,1988,919
Hawaii,Violent Crime,Robbery,1989,925
Hawaii,Violent Crime,Robbery,1990,1013
Hawaii,Violent Crime,Robbery,1991,986
Hawaii,Violent Crime,Robbery,1992,1151
Hawaii,Violent Crime,Robbery,1993,1214
Hawaii,Violent Crime,Robbery,1994,1221
Hawaii,Violent Crime,Robbery,1995,1553
Hawaii,Violent Crime,Robbery,1996,1606
Hawaii,Violent Crime,Robbery,1997,1403
Hawaii,Violent Crime,Robbery,1998,1225
Hawaii,Violent Crime,Robbery,1999,1044
Hawaii,Violent Crime,Robbery,2000,1123
Hawaii,Violent Crime,Robbery,2001,1142
Hawaii,Violent Crime,Robbery,2002,1210
Hawaii,Violent Crime,Robbery,2003,1168
Hawaii,Violent Crime,Robbery,2004,944
Hawaii,Violent Crime,Robbery,2005,1001
Hawaii,Violent Crime,Aggravated assault,1960,33
Hawaii,Violent Crime,Aggravated assault,1961,51
Hawaii,Violent Crime,Aggravated assault,1962,99
Hawaii,Violent Crime,Aggravated assault,1963,105
Hawaii,Violent Crime,Aggravated assault,1964,447
Hawaii,Violent Crime,Aggravated assault,1965,329
Hawaii,Violent Crime,Aggravated assault,1966,387
Hawaii,Violent Crime,Aggravated assault,1967,390
Hawaii,Violent Crime,Aggravated assault,1968,408
Hawaii,Violent Crime,Aggravated assault,1969,278
Hawaii,Violent Crime,Aggravated assault,1970,332
Hawaii,Violent Crime,Aggravated assault,1971,916
Hawaii,Violent Crime,Aggravated assault,1972,583
Hawaii,Violent Crime,Aggravated assault,1973,387
Hawaii,Violent Crime,Aggravated assault,1974,441
Hawaii,Violent Crime,Aggravated assault,1975,504
Hawaii,Violent Crime,Aggravated assault,1976,590
Hawaii,Violent Crime,Aggravated assault,1977,574
Hawaii,Violent Crime,Aggravated assault,1978,574
Hawaii,Violent Crime,Aggravated assault,1979,601
Hawaii,Violent Crime,Aggravated assault,1980,635
Hawaii,Violent Crime,Aggravated assault,1981,584
Hawaii,Violent Crime,Aggravated assault,1982,609
Hawaii,Violent Crime,Aggravated assault,1983,891
Hawaii,Violent Crime,Aggravated assault,1984,857
Hawaii,Violent Crime,Aggravated assault,1985,912
Hawaii,Violent Crime,Aggravated assault,1986,1095
Hawaii,Violent Crime,Aggravated assault,1987,1345
Hawaii,Violent Crime,Aggravated assault,1988,1492
Hawaii,Violent Crime,Aggravated assault,1989,1530
Hawaii,Violent Crime,Aggravated assault,1990,1696
Hawaii,Violent Crime,Aggravated assault,1991,1338
Hawaii,Violent Crime,Aggravated assault,1992,1365
Hawaii,Violent Crime,Aggravated assault,1993,1408
Hawaii,Violent Crime,Aggravated assault,1994,1461
Hawaii,Violent Crime,Aggravated assault,1995,1564
Hawaii,Violent Crime,Aggravated assault,1996,1350
Hawaii,Violent Crime,Aggravated assault,1997,1478
Hawaii,Violent Crime,Aggravated assault,1998,1345
Hawaii,Violent Crime,Aggravated assault,1999,1343
Hawaii,Violent Crime,Aggravated assault,2000,1450
Hawaii,Violent Crime,Aggravated assault,2001,1534
Hawaii,Violent Crime,Aggravated assault,2002,1656
Hawaii,Violent Crime,Aggravated assault,2003,1843
Hawaii,Violent Crime,Aggravated assault,2004,1903
Hawaii,Violent Crime,Aggravated assault,2005,1885
Hawaii,Property Crime,Burglary,1960,3328
Hawaii,Property Crime,Burglary,1961,3909
Hawaii,Property Crime,Burglary,1962,4485
Hawaii,Property Crime,Burglary,1963,4944
Hawaii,Property Crime,Burglary,1964,5880
Hawaii,Property Crime,Burglary,1965,6974
Hawaii,Property Crime,Burglary,1966,8111
Hawaii,Property Crime,Burglary,1967,8516
Hawaii,Property Crime,Burglary,1968,10610
Hawaii,Property Crime,Burglary,1969,10360
Hawaii,Property Crime,Burglary,1970,11211
Hawaii,Property Crime,Burglary,1971,11339
Hawaii,Property Crime,Burglary,1972,10805
Hawaii,Property Crime,Burglary,1973,12775
Hawaii,Property Crime,Burglary,1974,15117
Hawaii,Property Crime,Burglary,1975,15802
Hawaii,Property Crime,Burglary,1976,16690
Hawaii,Property Crime,Burglary,1977,17108
Hawaii,Property Crime,Burglary,1978,17381
Hawaii,Property Crime,Burglary,1979,16538
Hawaii,Property Crime,Burglary,1980,17822
Hawaii,Property Crime,Burglary,1981,16726
Hawaii,Property Crime,Burglary,1982,16477
Hawaii,Property Crime,Burglary,1983,13636
Hawaii,Property Crime,Burglary,1984,12609
Hawaii,Property Crime,Burglary,1985,12164
Hawaii,Property Crime,Burglary,1986,14218
Hawaii,Property Crime,Burglary,1987,12515
Hawaii,Property Crime,Burglary,1988,13726
Hawaii,Property Crime,Burglary,1989,14939
Hawaii,Property Crime,Burglary,1990,13611
Hawaii,Property Crime,Burglary,1991,14011
Hawaii,Property Crime,Burglary,1992,13006
Hawaii,Property Crime,Burglary,1993,13310
Hawaii,Property Crime,Burglary,1994,14029
Hawaii,Property Crime,Burglary,1995,13832
Hawaii,Property Crime,Burglary,1996,12781
Hawaii,Property Crime,Burglary,1997,12741
Hawaii,Property Crime,Burglary,1998,11169
Hawaii,Property Crime,Burglary,1999,9421
Hawaii,Property Crime,Burglary,2000,10665
Hawaii,Property Crime,Burglary,2001,11162
Hawaii,Property Crime,Burglary,2002,12722
Hawaii,Property Crime,Burglary,2003,11409
Hawaii,Property Crime,Burglary,2004,10827
Hawaii,Property Crime,Burglary,2005,9792
Hawaii,Property Crime,Larceny-theft,1960,9369
Hawaii,Property Crime,Larceny-theft,1961,10498
Hawaii,Property Crime,Larceny-theft,1962,10693
Hawaii,Property Crime,Larceny-theft,1963,10812
Hawaii,Property Crime,Larceny-theft,1964,11301
Hawaii,Property Crime,Larceny-theft,1965,13078
Hawaii,Property Crime,Larceny-theft,1966,14152
Hawaii,Property Crime,Larceny-theft,1967,15392
Hawaii,Property Crime,Larceny-theft,1968,19323
Hawaii,Property Crime,Larceny-theft,1969,20692
Hawaii,Property Crime,Larceny-theft,1970,23914
Hawaii,Property Crime,Larceny-theft,1971,25425
Hawaii,Property Crime,Larceny-theft,1972,22029
Hawaii,Property Crime,Larceny-theft,1973,23552
Hawaii,Property Crime,Larceny-theft,1974,29584
Hawaii,Property Crime,Larceny-theft,1975,29909
Hawaii,Property Crime,Larceny-theft,1976,32544
Hawaii,Property Crime,Larceny-theft,1977,35088
Hawaii,Property Crime,Larceny-theft,1978,39087
Hawaii,Property Crime,Larceny-theft,1979,40580
Hawaii,Property Crime,Larceny-theft,1980,45564
Hawaii,Property Crime,Larceny-theft,1981,40699
Hawaii,Property Crime,Larceny-theft,1982,42248
Hawaii,Property Crime,Larceny-theft,1983,38920
Hawaii,Property Crime,Larceny-theft,1984,38329
Hawaii,Property Crime,Larceny-theft,1985,37357
Hawaii,Property Crime,Larceny-theft,1986,39922
Hawaii,Property Crime,Larceny-theft,1987,43678
Hawaii,Property Crime,Larceny-theft,1988,44946
Hawaii,Property Crime,Larceny-theft,1989,47374
Hawaii,Property Crime,Larceny-theft,1990,46735
Hawaii,Property Crime,Larceny-theft,1991,47195
Hawaii,Property Crime,Larceny-theft,1992,50544
Hawaii,Property Crime,Larceny-theft,1993,51912
Hawaii,Property Crime,Larceny-theft,1994,55260
Hawaii,Property Crime,Larceny-theft,1995,59907
Hawaii,Property Crime,Larceny-theft,1996,54701
Hawaii,Property Crime,Larceny-theft,1997,48984
Hawaii,Property Crime,Larceny-theft,1998,43914
Hawaii,Property Crime,Larceny-theft,1999,40458
Hawaii,Property Crime,Larceny-theft,2000,43254
Hawaii,Property Crime,Larceny-theft,2001,44925
Hawaii,Property Crime,Larceny-theft,2002,49344
Hawaii,Property Crime,Larceny-theft,2003,44807
Hawaii,Property Crime,Larceny-theft,2004,41078
Hawaii,Property Crime,Larceny-theft,2005,42188
Hawaii,Property Crime,Motor vehicle theft,1960,1708
Hawaii,Property Crime,Motor vehicle theft,1961,2003
Hawaii,Property Crime,Motor vehicle theft,1962,2213
Hawaii,Property Crime,Motor vehicle theft,1963,1674
Hawaii,Property Crime,Motor vehicle theft,1964,1803
Hawaii,Property Crime,Motor vehicle theft,1965,2581
Hawaii,Property Crime,Motor vehicle theft,1966,2292
Hawaii,Property Crime,Motor vehicle theft,1967,2987
Hawaii,Property Crime,Motor vehicle theft,1968,3935
Hawaii,Property Crime,Motor vehicle theft,1969,4255
Hawaii,Property Crime,Motor vehicle theft,1970,4474
Hawaii,Property Crime,Motor vehicle theft,1971,4476
Hawaii,Property Crime,Motor vehicle theft,1972,3223
Hawaii,Property Crime,Motor vehicle theft,1973,3635
Hawaii,Property Crime,Motor vehicle theft,1974,4964
Hawaii,Property Crime,Motor vehicle theft,1975,4530
Hawaii,Property Crime,Motor vehicle theft,1976,4808
Hawaii,Property Crime,Motor vehicle theft,1977,4380
Hawaii,Property Crime,Motor vehicle theft,1978,5120
Hawaii,Property Crime,Motor vehicle theft,1979,6546
Hawaii,Property Crime,Motor vehicle theft,1980,5905
Hawaii,Property Crime,Motor vehicle theft,1981,4211
Hawaii,Property Crime,Motor vehicle theft,1982,4181
Hawaii,Property Crime,Motor vehicle theft,1983,4297
Hawaii,Property Crime,Motor vehicle theft,1984,3635
Hawaii,Property Crime,Motor vehicle theft,1985,2980
Hawaii,Property Crime,Motor vehicle theft,1986,3486
Hawaii,Property Crime,Motor vehicle theft,1987,3964
Hawaii,Property Crime,Motor vehicle theft,1988,3978
Hawaii,Property Crime,Motor vehicle theft,1989,4410
Hawaii,Property Crime,Motor vehicle theft,1990,4217
Hawaii,Property Crime,Motor vehicle theft,1991,3814
Hawaii,Property Crime,Motor vehicle theft,1992,4351
Hawaii,Property Crime,Motor vehicle theft,1993,5283
Hawaii,Property Crime,Motor vehicle theft,1994,6383
Hawaii,Property Crime,Motor vehicle theft,1995,8199
Hawaii,Property Crime,Motor vehicle theft,1996,7157
Hawaii,Property Crime,Motor vehicle theft,1997,6468
Hawaii,Property Crime,Motor vehicle theft,1998,5594
Hawaii,Property Crime,Motor vehicle theft,1999,4660
Hawaii,Property Crime,Motor vehicle theft,2000,6114
Hawaii,Property Crime,Motor vehicle theft,2001,6743
Hawaii,Property Crime,Motor vehicle theft,2002,9910
Hawaii,Property Crime,Motor vehicle theft,2003,9651
Hawaii,Property Crime,Motor vehicle theft,2004,8620
Hawaii,Property Crime,Motor vehicle theft,2005,9135
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1960,16
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1961,14
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1962,21
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1963,18
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1964,28
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1965,14
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1966,21
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1967,30
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1968,16
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1969,14
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1970,33
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1971,24
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1972,29
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1973,20
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1974,45
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1975,43
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1976,44
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1977,47
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1978,47
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1979,49
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1980,29
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1981,43
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1982,24
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1983,35
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1984,34
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1985,22
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1986,32
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1987,31
Idaho,Violent Crime,Murder and nonnegligent Manslaughter,1988,36
